name,chemontid,level,SUBCLASS,CHEMONT_STRING,CLASS_STRING
"4,5-dioxoaporphines",CHEMONTID:0003326,4,CHEMONTID:0000381,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0000381;CHEMONTID:0003326,"Organic compounds;Alkaloids and derivatives;Aporphines;4,5-dioxoaporphines"
Tetrahydrofuran lignans,CHEMONTID:0001604,4,CHEMONTID:0003686,CHEMONTID:0000000;CHEMONTID:0001392;CHEMONTID:0003686;CHEMONTID:0001604,"Organic compounds;Lignans, neolignans and related compounds;Furanoid lignans;Tetrahydrofuran lignans"
Phenoxyacetic acid derivatives,CHEMONTID:0000417,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000417,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenoxyacetic acid derivatives
Metalloid oxides,CHEMONTID:0000534,4,CHEMONTID:0000460,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000460;CHEMONTID:0000534,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid organides;Metalloid oxides
Alkali metal antimonites,CHEMONTID:0000891,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000891,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal antimonites
Vinyl bromides,CHEMONTID:0002864,4,CHEMONTID:0002868,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0002868;CHEMONTID:0002864,Organic compounds;Organohalogen compounds;Vinyl halides;Vinyl bromides
Pterins and derivatives,CHEMONTID:0000110,4,CHEMONTID:0000109,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000109;CHEMONTID:0000110,Organic compounds;Organoheterocyclic compounds;Pteridines and derivatives;Pterins and derivatives
Sulfonothioic S-acids,CHEMONTID:0004358,4,CHEMONTID:0001157,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0001157;CHEMONTID:0004358,Organic compounds;Organosulfur compounds;Sulfonyls;Sulfonothioic S-acids
Transition metal stannites,CHEMONTID:0001001,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0001001,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal stannites
Alkyl hydroperoxides,CHEMONTID:0004582,4,CHEMONTID:0001308,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0001308;CHEMONTID:0004582,Organic compounds;Organic oxygen compounds;Organic hydroperoxides;Alkyl hydroperoxides
Gamma butyrolactones,CHEMONTID:0001245,4,CHEMONTID:0000050,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000050;CHEMONTID:0001245,Organic compounds;Organoheterocyclic compounds;Lactones;Gamma butyrolactones
Thiazinanethiones,CHEMONTID:0001919,4,CHEMONTID:0001884,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001884;CHEMONTID:0001919,Organic compounds;Organoheterocyclic compounds;Thiazinanes;Thiazinanethiones
Tuberostemospironine-type alkaloids,CHEMONTID:0003916,4,CHEMONTID:0003427,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0003427;CHEMONTID:0003916,Organic compounds;Alkaloids and derivatives;Stemona alkaloids;Tuberostemospironine-type alkaloids
Methylpyridines,CHEMONTID:0004152,4,CHEMONTID:0000089,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000089;CHEMONTID:0004152,Organic compounds;Organoheterocyclic compounds;Pyridines and derivatives;Methylpyridines
Post-transition metal stannates,CHEMONTID:0000942,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0000942,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal stannates
Actinide superoxides,CHEMONTID:0000622,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000622,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide superoxides
Dithiazinanes,CHEMONTID:0004198,4,CHEMONTID:0004139,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004139;CHEMONTID:0004198,Organic compounds;Organoheterocyclic compounds;Azacyclic compounds;Dithiazinanes
Furofuran lignans,CHEMONTID:0001971,4,CHEMONTID:0003686,CHEMONTID:0000000;CHEMONTID:0001392;CHEMONTID:0003686;CHEMONTID:0001971,"Organic compounds;Lignans, neolignans and related compounds;Furanoid lignans;Furofuran lignans"
Alkaline earth metal hypobromites,CHEMONTID:0000678,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000678,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal hypobromites
Glycosphingolipids,CHEMONTID:0003258,4,CHEMONTID:0000257,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000257;CHEMONTID:0003258,Organic compounds;Lipids and lipid-like molecules;Sphingolipids;Glycosphingolipids
Phenylaziridines,CHEMONTID:0001156,4,CHEMONTID:0000103,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000103;CHEMONTID:0001156,Organic compounds;Organoheterocyclic compounds;Aziridines;Phenylaziridines
Alkali metal borates,CHEMONTID:0000895,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000895,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal borates
Lanthanide manganates,CHEMONTID:0000957,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000957,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide manganates
Anilides,CHEMONTID:0000285,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000285,Organic compounds;Benzenoids;Benzene and substituted derivatives;Anilides
Lineolic acids and derivatives,CHEMONTID:0000504,4,CHEMONTID:0003909,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0003909;CHEMONTID:0000504,Organic compounds;Lipids and lipid-like molecules;Fatty Acyls;Lineolic acids and derivatives
N-sulfonyloxaziridines,CHEMONTID:0003093,4,CHEMONTID:0003092,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0003092;CHEMONTID:0003093,Organic compounds;Organoheterocyclic compounds;Oxaziridines;N-sulfonyloxaziridines
Actinide orthonitrates,CHEMONTID:0000606,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000606,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide orthonitrates
Triazolines,CHEMONTID:0004461,4,CHEMONTID:0002490,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002490;CHEMONTID:0004461,Organic compounds;Organoheterocyclic compounds;Azolines;Triazolines
Metalloid hydrides,CHEMONTID:0000532,4,CHEMONTID:0000460,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000460;CHEMONTID:0000532,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid organides;Metalloid hydrides
Naphthoquinones,CHEMONTID:0000153,4,CHEMONTID:0000023,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000023;CHEMONTID:0000153,Organic compounds;Benzenoids;Naphthalenes;Naphthoquinones
Actinide ferrates,CHEMONTID:0000876,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000876,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide ferrates
Organic cyanamides,CHEMONTID:0000361,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000361,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Organic cyanamides
Nitrile oxides,CHEMONTID:0003687,4,CHEMONTID:0003633,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003633;CHEMONTID:0003687,"Organic compounds;Organic 1,3-dipolar compounds;Propargyl-type 1,3-dipolar organic compounds;Nitrile oxides"
Alkaline earth metal thiophosphates,CHEMONTID:0002296,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0002296,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal thiophosphates
Hydrazinecarboxylic acids and derivatives,CHEMONTID:0003132,4,CHEMONTID:0000265,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000265;CHEMONTID:0003132,Organic compounds;Organic acids and derivatives;Carboxylic acids and derivatives;Hydrazinecarboxylic acids and derivatives
Carboximidohydrazides,CHEMONTID:0003153,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0003153,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Carboximidohydrazides
Benzothiadiazines,CHEMONTID:0000308,4,CHEMONTID:0000224,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000224;CHEMONTID:0000308,Organic compounds;Organoheterocyclic compounds;Thiadiazines;Benzothiadiazines
Post-transition metal nitrides,CHEMONTID:0000529,4,CHEMONTID:0000458,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000458;CHEMONTID:0000529,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal organides;Post-transition metal nitrides
Neoflavenes,CHEMONTID:0002582,4,CHEMONTID:0001614,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0001614;CHEMONTID:0002582,Organic compounds;Phenylpropanoids and polyketides;Neoflavonoids;Neoflavenes
Dihydrobenzophenanthridine alkaloids,CHEMONTID:0002667,4,CHEMONTID:0002665,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002665;CHEMONTID:0002667,Organic compounds;Alkaloids and derivatives;Benzophenanthridine alkaloids;Dihydrobenzophenanthridine alkaloids
Alkali metal aluminates,CHEMONTID:0000889,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000889,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal aluminates
Actinide silicates,CHEMONTID:0000881,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000881,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide silicates
Fentanyls,CHEMONTID:0000372,4,CHEMONTID:0000195,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000195;CHEMONTID:0000372,Organic compounds;Organoheterocyclic compounds;Piperidines;Fentanyls
Nitrile ylides,CHEMONTID:0003193,4,CHEMONTID:0003633,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003633;CHEMONTID:0003193,"Organic compounds;Organic 1,3-dipolar compounds;Propargyl-type 1,3-dipolar organic compounds;Nitrile ylides"
Metal thiocyanates,CHEMONTID:0004611,4,CHEMONTID:0001201,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0001201;CHEMONTID:0004611,Organic compounds;Organosulfur compounds;Thiocyanates;Metal thiocyanates
Beta-keto acids and derivatives,CHEMONTID:0001114,4,CHEMONTID:0000389,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0000389;CHEMONTID:0001114,Organic compounds;Organic acids and derivatives;Keto acids and derivatives;Beta-keto acids and derivatives
Coumestans,CHEMONTID:0000354,4,CHEMONTID:0002506,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0002506;CHEMONTID:0000354,Organic compounds;Phenylpropanoids and polyketides;Isoflavonoids;Coumestans
Benzenediols,CHEMONTID:0001286,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0001286,Organic compounds;Benzenoids;Phenols;Benzenediols
"1,4-dihydroxy-2-halobenzenoids",CHEMONTID:0004695,4,CHEMONTID:0000134,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000134;CHEMONTID:0004695,"Organic compounds;Benzenoids;Phenols;1,4-dihydroxy-2-halobenzenoids"
"1,2,5-oxadiazines",CHEMONTID:0004739,4,CHEMONTID:0004736,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0004736;CHEMONTID:0004739,"Organic compounds;Organoheterocyclic compounds;Oxadiazines;1,2,5-oxadiazines"
Alkali metal sulfates,CHEMONTID:0000660,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0000660,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal sulfates
N-acylpiperidines,CHEMONTID:0000335,4,CHEMONTID:0000195,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000195;CHEMONTID:0000335,Organic compounds;Organoheterocyclic compounds;Piperidines;N-acylpiperidines
Transition metal thiophosphates,CHEMONTID:0002304,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0002304,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal thiophosphates
Aloperine and related alkaloids,CHEMONTID:0002823,4,CHEMONTID:0002719,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0002719;CHEMONTID:0002823,Organic compounds;Alkaloids and derivatives;Lupin alkaloids;Aloperine and related alkaloids
Alachalasins,CHEMONTID:0003769,4,CHEMONTID:0001821,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0001821;CHEMONTID:0003769,Organic compounds;Alkaloids and derivatives;Cytochalasans;Alachalasins
Actinide perbromates,CHEMONTID:0000607,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000607,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide perbromates
Aspochalasins,CHEMONTID:0003768,4,CHEMONTID:0001821,CHEMONTID:0000000;CHEMONTID:0000279;CHEMONTID:0001821;CHEMONTID:0003768,Organic compounds;Alkaloids and derivatives;Cytochalasans;Aspochalasins
Post-transition metal metavanadates,CHEMONTID:0003292,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0003292,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal metavanadates
Organic calcium salts,CHEMONTID:0004493,4,CHEMONTID:0004036,CHEMONTID:0000000;CHEMONTID:0003865;CHEMONTID:0004036;CHEMONTID:0004493,Organic compounds;Organic salts;Organic metal salts;Organic calcium salts
Metalloid nitrates,CHEMONTID:0000804,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000804,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid nitrates
Quinone and hydroquinone lipids,CHEMONTID:0001534,4,CHEMONTID:0000259,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000259;CHEMONTID:0001534,Organic compounds;Lipids and lipid-like molecules;Prenol lipids;Quinone and hydroquinone lipids
Benzyl sulfoxides,CHEMONTID:0004629,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0004629,Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzyl sulfoxides
Oximes,CHEMONTID:0000411,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000411,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Oximes
"Pyrrolo[1,2-c][1,3]benzodiazepines",CHEMONTID:0004229,4,CHEMONTID:0000295,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000295;CHEMONTID:0004229,"Organic compounds;Organoheterocyclic compounds;Benzodiazepines;Pyrrolo[1,2-c][1,3]benzodiazepines"
Transition metal perbromates,CHEMONTID:0000845,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0000845,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal perbromates
Alkali metal dithiophosphates,CHEMONTID:0002295,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0002295,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal dithiophosphates
3-Anilinoquinolines,CHEMONTID:0004367,4,CHEMONTID:0001253,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001253;CHEMONTID:0004367,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;3-Anilinoquinolines
Thienobenzoxepines,CHEMONTID:0002573,4,CHEMONTID:0001910,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001910;CHEMONTID:0002573,Organic compounds;Organoheterocyclic compounds;Benzoxepines;Thienobenzoxepines
Alkyl chlorides,CHEMONTID:0001026,4,CHEMONTID:0002867,CHEMONTID:0000000;CHEMONTID:0000267;CHEMONTID:0002867;CHEMONTID:0001026,Organic compounds;Organohalogen compounds;Alkyl halides;Alkyl chlorides
Alkali metal thiophosphates,CHEMONTID:0002294,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0002294,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal thiophosphates
Organic nitrates,CHEMONTID:0000395,4,CHEMONTID:0000463,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000463;CHEMONTID:0000395,Organic compounds;Organic oxygen compounds;Organic oxoanionic compounds;Organic nitrates
Aminals,CHEMONTID:0000497,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000497,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Aminals
Organic thiophosphoric acids,CHEMONTID:0001219,4,CHEMONTID:0001303,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001303;CHEMONTID:0001219,Organic compounds;Organic acids and derivatives;Organic thiophosphoric acids and derivatives;Organic thiophosphoric acids
Imidazolidines,CHEMONTID:0000250,4,CHEMONTID:0002491,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002491;CHEMONTID:0000250,Organic compounds;Organoheterocyclic compounds;Azolidines;Imidazolidines
Cyclopropyl nucleosides,CHEMONTID:0003741,4,CHEMONTID:0003737,CHEMONTID:0000000;CHEMONTID:0000289;CHEMONTID:0003737;CHEMONTID:0003741,"Organic compounds;Nucleosides, nucleotides, and analogues;Nucleoside and nucleotide analogues;Cyclopropyl nucleosides"
Indazoles,CHEMONTID:0000080,4,CHEMONTID:0001629,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001629;CHEMONTID:0000080,Organic compounds;Organoheterocyclic compounds;Benzopyrazoles;Indazoles
Lanthanide cyanates,CHEMONTID:0000755,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000755,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide cyanates
2-Anilinoquinolines,CHEMONTID:0004366,4,CHEMONTID:0001253,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0001253;CHEMONTID:0004366,Organic compounds;Organoheterocyclic compounds;Quinolines and derivatives;2-Anilinoquinolines
Indolecarboxylic acids and derivatives,CHEMONTID:0002013,4,CHEMONTID:0000211,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000211;CHEMONTID:0002013,Organic compounds;Organoheterocyclic compounds;Indoles and derivatives;Indolecarboxylic acids and derivatives
Metalloid chlorites,CHEMONTID:0000792,4,CHEMONTID:0000449,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000449;CHEMONTID:0000792,Inorganic compounds;Mixed metal/non-metal compounds;Metalloid oxoanionic compounds;Metalloid chlorites
Transition metal phosphites,CHEMONTID:0000853,4,CHEMONTID:0000450,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000450;CHEMONTID:0000853,Inorganic compounds;Mixed metal/non-metal compounds;Transition metal oxoanionic compounds;Transition metal phosphites
Hybrid peptides,CHEMONTID:0002010,4,CHEMONTID:0001813,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001813;CHEMONTID:0002010,Organic compounds;Organic acids and derivatives;Peptidomimetics;Hybrid peptides
Phenylphosphonothioates,CHEMONTID:0004766,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0004766,Organic compounds;Benzenoids;Benzene and substituted derivatives;Phenylphosphonothioates
Alkaline earth metal selenites,CHEMONTID:0000698,4,CHEMONTID:0000446,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000446;CHEMONTID:0000698,Inorganic compounds;Mixed metal/non-metal compounds;Alkaline earth metal oxoanionic compounds;Alkaline earth metal selenites
Non-metal periodates,CHEMONTID:0001066,4,CHEMONTID:0000435,CHEMONTID:0000001;CHEMONTID:0000423;CHEMONTID:0000435;CHEMONTID:0001066,Inorganic compounds;Homogeneous non-metal compounds;Non-metal oxoanionic compounds;Non-metal periodates
Post-transition metal dithionites,CHEMONTID:0000748,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0000748,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal dithionites
Actinide peroxynitrates,CHEMONTID:0000611,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000611,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide peroxynitrates
Alkali metal phosphonates,CHEMONTID:0002368,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0002368,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal phosphonates
Sulfones,CHEMONTID:0000505,4,CHEMONTID:0001157,CHEMONTID:0000000;CHEMONTID:0000004;CHEMONTID:0001157;CHEMONTID:0000505,Organic compounds;Organosulfur compounds;Sulfonyls;Sulfones
Lanthanide nitrides,CHEMONTID:0000541,4,CHEMONTID:0000459,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000459;CHEMONTID:0000541,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide organides;Lanthanide nitrides
Peptoid-peptide hybrids,CHEMONTID:0001939,4,CHEMONTID:0001813,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001813;CHEMONTID:0001939,Organic compounds;Organic acids and derivatives;Peptidomimetics;Peptoid-peptide hybrids
Polyisoxazolines,CHEMONTID:0001943,4,CHEMONTID:0001813,CHEMONTID:0000000;CHEMONTID:0000264;CHEMONTID:0001813;CHEMONTID:0001943,Organic compounds;Organic acids and derivatives;Peptidomimetics;Polyisoxazolines
"1,3-dioxepines",CHEMONTID:0002941,4,CHEMONTID:0002939,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002939;CHEMONTID:0002941,"Organic compounds;Organoheterocyclic compounds;Dioxepines;1,3-dioxepines"
Alkali metal metavanadates,CHEMONTID:0003285,4,CHEMONTID:0000445,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000445;CHEMONTID:0003285,Inorganic compounds;Mixed metal/non-metal compounds;Alkali metal oxoanionic compounds;Alkali metal metavanadates
Benzyl alcohols,CHEMONTID:0000033,4,CHEMONTID:0002279,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0002279;CHEMONTID:0000033,Organic compounds;Benzenoids;Benzene and substituted derivatives;Benzyl alcohols
Actinide nitrates,CHEMONTID:0000605,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000605,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide nitrates
Phenylnaphthalenes,CHEMONTID:0002044,4,CHEMONTID:0000023,CHEMONTID:0000000;CHEMONTID:0002448;CHEMONTID:0000023;CHEMONTID:0002044,Organic compounds;Benzenoids;Naphthalenes;Phenylnaphthalenes
Organic antimonates,CHEMONTID:0001740,4,CHEMONTID:0000463,CHEMONTID:0000000;CHEMONTID:0004603;CHEMONTID:0000463;CHEMONTID:0001740,Organic compounds;Organic oxygen compounds;Organic oxoanionic compounds;Organic antimonates
Lanthanide pyrophosphates,CHEMONTID:0000776,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000776,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide pyrophosphates
Organic nitro compounds,CHEMONTID:0001152,4,CHEMONTID:0003631,CHEMONTID:0000000;CHEMONTID:0003630;CHEMONTID:0003631;CHEMONTID:0001152,"Organic compounds;Organic 1,3-dipolar compounds;Allyl-type 1,3-dipolar organic compounds;Organic nitro compounds"
Rotenoids,CHEMONTID:0001607,4,CHEMONTID:0002506,CHEMONTID:0000000;CHEMONTID:0000261;CHEMONTID:0002506;CHEMONTID:0001607,Organic compounds;Phenylpropanoids and polyketides;Isoflavonoids;Rotenoids
Tetrazolines,CHEMONTID:0001080,4,CHEMONTID:0002490,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0002490;CHEMONTID:0001080,Organic compounds;Organoheterocyclic compounds;Azolines;Tetrazolines
Post-transition metal chlorites,CHEMONTID:0000712,4,CHEMONTID:0000451,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000451;CHEMONTID:0000712,Inorganic compounds;Mixed metal/non-metal compounds;Post-transition metal oxoanionic compounds;Post-transition metal chlorites
Phosphonosphingolipids,CHEMONTID:0003391,4,CHEMONTID:0000257,CHEMONTID:0000000;CHEMONTID:0000012;CHEMONTID:0000257;CHEMONTID:0003391,Organic compounds;Lipids and lipid-like molecules;Sphingolipids;Phosphonosphingolipids
"1,4-oxazines",CHEMONTID:0001342,4,CHEMONTID:0000082,CHEMONTID:0000000;CHEMONTID:0000002;CHEMONTID:0000082;CHEMONTID:0001342,"Organic compounds;Organoheterocyclic compounds;Oxazines;1,4-oxazines"
Amidines,CHEMONTID:0000007,4,CHEMONTID:0000278,CHEMONTID:0000000;CHEMONTID:0004707;CHEMONTID:0000278;CHEMONTID:0000007,Organic compounds;Organic nitrogen compounds;Organonitrogen compounds;Amidines
Actinide arsenates,CHEMONTID:0000872,4,CHEMONTID:0000448,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000448;CHEMONTID:0000872,Inorganic compounds;Mixed metal/non-metal compounds;Actinide oxoanionic compounds;Actinide arsenates
Lanthanide tellurates,CHEMONTID:0000964,4,CHEMONTID:0000447,CHEMONTID:0000001;CHEMONTID:0000424;CHEMONTID:0000447;CHEMONTID:0000964,Inorganic compounds;Mixed metal/non-metal compounds;Lanthanide oxoanionic compounds;Lanthanide tellurates
