#Scan#	Adduct	CAS_Number	Charge	Compound_Name	Compound_Source	Data_Collector	ExactMass	FileScanUniqueID	INCHI	INCHI_AUX	Instrument	IonMode	Ion_Source	LibMZ	LibraryName	LibraryQualityString	Library_Class	MQScore	MZErrorPPM	MassDiff	NumberHits	Organism	PI	Precursor_MZ	Pubmed_ID	RT_Query	SharedPeaks	Smiles	SpecCharge	SpecMZ	SpectrumFile	SpectrumID	TIC_Query	UpdateWorkflowName	tags	internalFilename
1650	M+H	 	      58-08-2	1	Caffeine	Isolated	 	194.08	spectra/specs_ms.mgf1650	1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	 	Orbitrap	Positive	LC-ESI	195.087	lib-00012.mgf	Bronze	3	0.979646	4.0672	0.000793457	1	GNPS-LIBRARY	Najla Moufarreg	195.087	2519	0	8	CN1C=NC2=C1C(=O)N(C(=O)N2C)C	1	195.088	spectra/specs_ms.mgf	CCMSLIB00003142435	5.43528e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	195.088
1268	M+H-H2O	64657187	1	1,9-Dideoxyforskolin	Isolated	NIST	0.0	spectra/specs_ms.mgf1268	InChI=1S/C22H34O5/c1-8-20(5)12-14(24)16-21(6)11-9-10-19(3,4)17(21)15(25)18(26-13(2)23)22(16,7)27-20/h8,15-18,25H,1,9-12H2,2-7H3/t15-,16+,17-,18-,20-,21+,22-/m0/s1	N/A	HCD	Positive	ESI	361.237	lib-00034.mgf	Bronze	3	0.816815	1.09825	0.000396729	1	NIST17	NIST	361.237	N/A	0	6	CC(=O)OC1C(C2C(CCCC2(C3C1(OC(CC3=O)(C)C=C)C)C)(C)C)O	1	361.238	specs_ms.mgf	CCMSLIB00003574763	3.47186e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8883	M+H	58186279	1	Idebenone	Isolated	NIST	0.0	spectra/specs_ms.mgf8883	InChI=1S/C19H30O5/c1-14-15(12-10-8-6-4-5-7-9-11-13-20)17(22)19(24-3)18(23-2)16(14)21/h20H,4-13H2,1-3H3	N/A	HCD	Positive	ESI	339.217	lib-00034.mgf	Bronze	3	0.81662	0.539789	0.000183105	1	NIST17	NIST	339.217	N/A	0	7	CC1=C(C(=O)C(=C(C1=O)OC)OC)CCCCCCCCCCO	1	339.217	specs_ms.mgf	CCMSLIB00003280629	6.21054e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4518	M-H-C2H2O2	79558091	1	Acetic acid, 2-[4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy]-	Isolated	NIST	0.0	spectra/specs_ms.mgf4518	InChI=1S/C22H26O7/c1-3-5-19-20(11-10-18(15(2)23)22(19)26)28-13-4-12-27-16-6-8-17(9-7-16)29-14-21(24)25/h6-11,26H,3-5,12-14H2,1-2H3,(H,24,25)	N/A	HCD	Negative	ESI	343.155	lib-00034.mgf	Bronze	3	0.816593	3.46836	0.00119019	1	NIST17	NIST	343.155	N/A	0	5	CCCC1=C(C=CC(=C1O)C(=O)C)OCCCOC2=CC=C(C=C2)OCC(=O)O	1	343.154	specs_ms.mgf	CCMSLIB00003410841	5.30765e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6424	M+H	6724-53-4	0	PERHEXILINE	Isolated	N/A	0.0	spectra/specs_ms.mgf6424	InChI=1S/C19H35N.C4H4O4/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18;5-3(6)1-2-4(7)8/h16-20H,1-15H2;1-2H,(H,5,6)(H,7,8)/b;2-1-	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	278.284	lib-00031.mgf	Bronze	3	0.816085	0.219327	6.10352e-05	1	METLIN	Metlin	278.284	N/A	0	8	N/A	1	278.284	specs_ms.mgf	CCMSLIB00000495455	5.00279e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
715	M+H-C3H9N	2364672	1	Palmitoyl-L-carnitine	Isolated	NIST	0.0	spectra/specs_ms.mgf715	InChI=1S/C23H45NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(27)28-21(19-22(25)26)20-24(2,3)4/h21H,5-20H2,1-4H3/t21-/m1/s1	N/A	HCD	Positive	ESI	341.269	lib-00034.mgf	Bronze	3	0.816076	4.02408	0.00137329	1	NIST17	NIST	341.269	N/A	0	4	CCCCCCCCCCCCCCCC(=O)OC(CC(=O)[O-])C[N+](C)(C)C	1	341.267	specs_ms.mgf	CCMSLIB00003458607	1.20983e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8215	M+Na	n/a	1	NCGC00380576-01_C22H32O5_2-Pentenoic acid, 3-[(acetyloxy)methyl]-5-[(1S,4aR,8aR)-2-formyl-1,4,4a,5,6,7,8,8a-octahydro-5,5,8a-trimethyl-1-naphthalenyl]-, (2E)-	isolated	lfnothias	376.225	spectra/specs_ms.mgf8215	InChI=1S/C22H32O5/c1-15(24)27-14-16(12-20(25)26)6-8-18-17(13-23)7-9-19-21(2,3)10-5-11-22(18,19)4/h7,12-13,18-19H,5-6,8-11,14H2,1-4H3,(H,25,26)/b16-12+/t18-,19-,22+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	399.214	lib-00001.mgf	Gold	1	0.816021	8.25597	0.0032959	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	399.214	n/a	0	4	CC(=O)OCC(/CC[C@@H]1\C(=C/C[C@@H]2C(C)(C)CCC[C@@]12C)C=O)=C/C(O)=O	1	399.217	specs_ms.mgf	CCMSLIB00000854094	979374	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
6707	M+Na	n/a	1	NCGC00380576-01_C22H32O5_2-Pentenoic acid, 3-[(acetyloxy)methyl]-5-[(1S,4aR,8aR)-2-formyl-1,4,4a,5,6,7,8,8a-octahydro-5,5,8a-trimethyl-1-naphthalenyl]-, (2E)-	isolated	lfnothias	376.225	spectra/specs_ms.mgf6707	InChI=1S/C22H32O5/c1-15(24)27-14-16(12-20(25)26)6-8-18-17(13-23)7-9-19-21(2,3)10-5-11-22(18,19)4/h7,12-13,18-19H,5-6,8-11,14H2,1-4H3,(H,25,26)/b16-12+/t18-,19-,22+/m1/s1	N/A	Maxis II HD Q-TOF Bruker	positive	LC-ESI	399.214	lib-00001.mgf	Gold	1	0.816021	7.2622	0.00289917	1	GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE	Jadhav/Dorrestein	399.214	n/a	0	4	CC(=O)OCC(/CC[C@@H]1\C(=C/C[C@@H]2C(C)(C)CCC[C@@]12C)C=O)=C/C(O)=O	1	399.217	specs_ms.mgf	CCMSLIB00000854094	979374	UPDATE-SINGLE-ANNOTATED-GOLD	 	specs_ms.mgf
20033	[M+H]+	950-81-2	1	Massbank:UF410703 4-Formyl-antipyrine|1,5-dimethyl-3-oxidanylidene-2-phenyl-pyrazole-4-carbaldehyde	Isolated	Massbank	0.0	spectra/specs_ms.mgf20033	1S/C12H12N2O2/c1-9-11(8-15)12(16)14(13(9)2)10-6-4-3-5-7-10/h3-8H,1-2H3	N/A	LC-ESI-ITFT	Positive	ESI	217.097	lib-00003.mgf	Bronze	3	0.81585	36.8296	0.00799561	1	MASSBANK	Putative Massbank Match	217.097	N/A	0	4	CN1N(C(=O)C(C=O)=C1C)C1=CC=CC=C1	1	217.105	specs_ms.mgf	CCMSLIB00000223754	7.26441e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
517	M+H	N/A	1	Altretamine	Isolated	Ed Esquenazi 	0.0	spectra/specs_ms.mgf517	N/A	N/A	qTof	Positive	LC-ESI	172.133	lib-00007.mgf	Bronze	3	0.815596	2.39342	0.000411987	1	GNPS-SELLECKCHEM-FDA-PART1	Sirenas	172.133	N/A	0	9	N/A	1	172.133	specs_ms.mgf	CCMSLIB00000006335	8.40719e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4911	M+H	70877757	1	O-Desmethylquinidine	Isolated	NIST	0.0	spectra/specs_ms.mgf4911	InChI=1S/C19H22N2O2/c1-2-12-11-21-8-6-13(12)9-18(21)19(23)15-5-7-20-17-4-3-14(22)10-16(15)17/h2-5,7,10,12-13,18-19,22-23H,1,6,8-9,11H2/t12-,13-,18+,19-/m0/s1	N/A	HCD	Positive	ESI	311.175	lib-00034.mgf	Bronze	3	0.815364	30.2062	0.00939941	1	NIST17	NIST	311.175	N/A	0	6	C=CC1CN2CCC1CC2C(C3=C4C=C(C=CC4=NC=C3)O)O	1	311.185	specs_ms.mgf	CCMSLIB00003600259	7.35881e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2148	M+H	6724-53-4	0	PERHEXILINE	Isolated	N/A	0.0	spectra/specs_ms.mgf2148	InChI=1S/C19H35N.C4H4O4/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18;5-3(6)1-2-4(7)8/h16-20H,1-15H2;1-2H,(H,5,6)(H,7,8)/b;2-1-	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	278.284	lib-00031.mgf	Bronze	3	0.814962	0.219327	6.10352e-05	1	METLIN	Metlin	278.284	N/A	0	8	N/A	1	278.284	specs_ms.mgf	CCMSLIB00000495455	3.9901e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6419	M+H-H2O	589684	1	Glycerol 1-myristate	Isolated	NIST	0.0	spectra/specs_ms.mgf6419	InChI=1S/C17H34O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-17(20)21-15-16(19)14-18/h16,18-19H,2-15H2,1H3	N/A	Q-TOF	Positive	ESI	285.242	lib-00034.mgf	Bronze	3	0.814869	6.31231	0.00180054	1	NIST17	NIST	285.242	N/A	0	4	CCCCCCCCCCCCCC(=O)OCC(CO)O	1	285.241	specs_ms.mgf	CCMSLIB00003185815	4.5129e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12672	M+H	0	1	Lys-Glu	Isolated	NIST	0.0	spectra/specs_ms.mgf12672	InChI=1S/C11H21N3O5/c12-6-2-1-3-7(13)10(17)14-8(11(18)19)4-5-9(15)16/h7-8H,1-6,12-13H2,(H,14,17)(H,15,16)(H,18,19)/t7-,8-/m0/s1	N/A	HCD	Positive	ESI	276.155	lib-00034.mgf	Bronze	3	0.814839	14.8082	0.00408936	1	NIST17	NIST	276.155	N/A	0	4	C(CCN)CC(C(=O)NC(CCC(=O)O)C(=O)O)N	1	276.159	specs_ms.mgf	CCMSLIB00003737218	1.59724e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
18446	M+H	552330946	1	6-Bromoquinolin-3-ol	Isolated	NIST	0.0	spectra/specs_ms.mgf18446	InChI=1S/C9H6BrNO/c10-7-1-2-9-6(3-7)4-8(12)5-11-9/h1-5,12H	N/A	HCD	Positive	ESI	223.971	lib-00034.mgf	Bronze	3	0.814794	1.77134	0.000396729	1	NIST17	NIST	223.971	N/A	0	4	C1=CC2=NC=C(C=C2C=C1Br)O	1	223.971	specs_ms.mgf	CCMSLIB00003702425	2.05498e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2592	M+H-2H2O	934536499	1	6.beta.-Hydroxy-17.alpha.-boldenone	Isolated	NIST	0.0	spectra/specs_ms.mgf2592	N/A	N/A	HCD	Positive	ESI	267.174	lib-00034.mgf	Bronze	3	0.814113	14.2779	0.0038147	1	NIST17	NIST	267.174	N/A	0	24	N/A	1	267.178	specs_ms.mgf	CCMSLIB00003406897	5.40846e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
991	M+H-2H2O	100356205	1	4.alpha.-Hydroxystanozolol	Isolated	NIST	0.0	spectra/specs_ms.mgf991	InChI=1S/C21H32N2O2/c1-19-10-12-11-22-23-17(12)18(24)16(19)5-4-13-14(19)6-8-20(2)15(13)7-9-21(20,3)25/h11,13-16,18,24-25H,4-10H2,1-3H3,(H,22,23)/t13-,14+,15+,16+,18+,19-,20+,21+/m1/s1	N/A	HCD	Positive	ESI	309.233	lib-00034.mgf	Bronze	3	0.814081	25.2642	0.0078125	1	NIST17	NIST	309.233	N/A	0	31	CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4O)NN=C5)C	1	309.225	specs_ms.mgf	CCMSLIB00003496886	8.05803e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
8615	M+H	2612024	1	2-Hydroxy-5-methoxybenzoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf8615	InChI=1S/C8H8O4/c1-12-5-2-3-7(9)6(4-5)8(10)11/h2-4,9H,1H3,(H,10,11)	N/A	HCD	Positive	ESI	169.049	lib-00034.mgf	Bronze	3	0.813944	1.17341	0.000198364	1	NIST17	NIST	169.049	N/A	0	8	COC1=CC(=C(C=C1)O)C(=O)O	1	169.05	specs_ms.mgf	CCMSLIB00003462857	3.61779e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14710	M+H	5891510	1	.alpha.-L-Asp-L-Lys	Isolated	NIST	0.0	spectra/specs_ms.mgf14710	InChI=1S/C10H19N3O5/c11-4-2-1-3-7(10(17)18)13-9(16)6(12)5-8(14)15/h6-7H,1-5,11-12H2,(H,13,16)(H,14,15)(H,17,18)/t6-,7-/m0/s1	N/A	HCD	Positive	ESI	262.14	lib-00034.mgf	Bronze	3	0.813828	15.9492	0.00418091	1	NIST17	NIST	262.14	N/A	0	4	C(CC[NH3+])CC(C(=O)[O-])NC(=O)C(CC(=O)[O-])[NH3+]	1	262.144	specs_ms.mgf	CCMSLIB00003729988	1.25172e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
15288	M+H-C7H4O2	251908926	1	Benzamide, N-(5Z,8Z,11Z,14Z)-5,8,11,14-eicosatetraen-1-yl-4-hydroxy-	Isolated	NIST	0.0	spectra/specs_ms.mgf15288	InChI=1S/C27H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-24-28-27(30)25-20-22-26(29)23-21-25/h6-7,9-10,12-13,15-16,20-23,29H,2-5,8,11,14,17-19,24H2,1H3,(H,28,30)/b7-6-,10-9-,13-12-,16-15-	N/A	HCD	Positive	ESI	290.284	lib-00034.mgf	Bronze	3	0.813643	0.42052	0.00012207	1	NIST17	NIST	290.284	N/A	0	13	CCCCCC=CCC=CCC=CCC=CCCCCNC(=O)C1=CC=C(C=C1)O	1	290.284	specs_ms.mgf	CCMSLIB00003592576	3.02126e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
3025	M+H	24738485	1	Dodeca-2(E),4(E)-dienoic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf3025	InChI=1S/C12H20O2/c1-2-3-4-5-6-7-8-9-10-11-12(13)14/h8-11H,2-7H2,1H3,(H,13,14)/b9-8+,11-10+	N/A	HCD	Positive	ESI	197.154	lib-00034.mgf	Bronze	3	0.813621	0.541768	0.000106812	1	NIST17	NIST	197.154	N/A	0	33	CCCCCCCC=CC=CC(=O)O	1	197.154	specs_ms.mgf	CCMSLIB00003575175	1.02733e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2084	M+H-H2O	85235116	1	15-Deoxy-.DELTA.12,14-prostaglandin D2	Isolated	NIST	0.0	spectra/specs_ms.mgf2084	InChI=1S/C20H30O4/c1-2-3-4-5-6-9-12-16-17(19(22)15-18(16)21)13-10-7-8-11-14-20(23)24/h6-7,9-10,12,17,19,22H,2-5,8,11,13-15H2,1H3,(H,23,24)/b9-6+,10-7-,16-12+	N/A	HCD	Positive	ESI	317.211	lib-00034.mgf	Bronze	3	0.813369	0	0	1	NIST17	NIST	317.211	N/A	0	164	CCCCCC=CC=C1C(C(CC1=O)O)CC=CCCCC(=O)O	1	317.211	specs_ms.mgf	CCMSLIB00003334057	1.46849e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
4714	M+H-C3H4N2	23593751	1	Clotrimazole	Isolated	NIST	0.0	spectra/specs_ms.mgf4714	InChI=1S/C22H17ClN2/c23-21-14-8-7-13-20(21)22(25-16-15-24-17-25,18-9-3-1-4-10-18)19-11-5-2-6-12-19/h1-17H	N/A	HCD	Positive	ESI	277.078	lib-00034.mgf	Bronze	3	0.81336	0	0	1	NIST17	NIST	277.078	N/A	0	8	C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=C3Cl)N4C=CN=C4	1	277.078	specs_ms.mgf	CCMSLIB00003715983	2.08981e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
9351	M+H	458377	1	Curcumin	Isolated	NIST	0.0	spectra/specs_ms.mgf9351	InChI=1S/C21H20O6/c1-26-20-11-14(5-9-18(20)24)3-7-16(22)13-17(23)8-4-15-6-10-19(25)21(12-15)27-2/h3-12,24-25H,13H2,1-2H3/b7-3+,8-4+	N/A	HCD	Positive	ESI	369.133	lib-00034.mgf	Bronze	3	0.813146	13.3104	0.00491333	1	NIST17	NIST	369.133	N/A	0	4	COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O	1	369.138	specs_ms.mgf	CCMSLIB00003263551	7.47748e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6442	M+H-H2O	1852046	1	Undecanedioic acid	Isolated	NIST	0.0	spectra/specs_ms.mgf6442	InChI=1S/C11H20O4/c12-10(13)8-6-4-2-1-3-5-7-9-11(14)15/h1-9H2,(H,12,13)(H,14,15)	N/A	HCD	Positive	ESI	199.133	lib-00034.mgf	Bronze	3	0.813044	0.459757	9.15527e-05	1	NIST17	NIST	199.133	N/A	0	8	C(CCCCC(=O)O)CCCCC(=O)O	1	199.133	specs_ms.mgf	CCMSLIB00003465401	946682	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
20546	M-H	3565262	1	5-Nitroso-8-quinolinol	Isolated	NIST	0.0	spectra/specs_ms.mgf20546	InChI=1S/C9H6N2O2/c12-8-4-3-7(11-13)6-2-1-5-10-9(6)8/h1-5,12H	N/A	HCD	Negative	ESI	173.036	lib-00034.mgf	Bronze	3	0.812994	51.9397	0.00898743	1	NIST17	NIST	173.036	N/A	0	5	C1=CC2=C(C=CC(=C2N=C1)O)N=O	1	173.045	specs_ms.mgf	CCMSLIB00003430937	3.90392e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6812	M+H	191282481	1	3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-	Isolated	NIST	0.0	spectra/specs_ms.mgf6812	InChI=1S/C14H22O4/c1-3-4-5-6-7-8-9-11-12(13(15)16)10(2)14(17)18-11/h11-12H,2-9H2,1H3,(H,15,16)/t11-,12+/m0/s1	N/A	HCD	Positive	ESI	255.159	lib-00034.mgf	Bronze	3	0.812547	1.97344	0.00050354	1	NIST17	NIST	255.159	N/A	0	47	CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O	1	255.159	specs_ms.mgf	CCMSLIB00003592671	1.17085e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
6464	M+H	191282481	1	3-Furancarboxylic acid, tetrahydro-4-methylene-2-octyl-5-oxo-, (2R,3S)-rel-	Isolated	NIST	0.0	spectra/specs_ms.mgf6464	InChI=1S/C14H22O4/c1-3-4-5-6-7-8-9-11-12(13(15)16)10(2)14(17)18-11/h11-12H,2-9H2,1H3,(H,15,16)/t11-,12+/m0/s1	N/A	HCD	Positive	ESI	255.159	lib-00034.mgf	Bronze	3	0.812547	3.52826	0.000900269	1	NIST17	NIST	255.159	N/A	0	47	CCCCCCCCC1C(C(=C)C(=O)O1)C(=O)O	1	255.158	specs_ms.mgf	CCMSLIB00003592671	1.17085e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
15987	M+H	6724-53-4	0	PERHEXILINE	Isolated	N/A	0.0	spectra/specs_ms.mgf15987	InChI=1S/C19H35N.C4H4O4/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18;5-3(6)1-2-4(7)8/h16-20H,1-15H2;1-2H,(H,5,6)(H,7,8)/b;2-1-	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	278.284	lib-00031.mgf	Bronze	3	0.812178	0.219327	6.10352e-05	1	METLIN	Metlin	278.284	N/A	0	8	N/A	1	278.284	specs_ms.mgf	CCMSLIB00000495455	4.13843e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
11827	M+H	127413	1	.alpha.-Ionone	Isolated	NIST	0.0	spectra/specs_ms.mgf11827	InChI=1S/C13H20O/c1-10-6-5-9-13(3,4)12(10)8-7-11(2)14/h6-8,12H,5,9H2,1-4H3/b8-7+	N/A	HCD	Positive	ESI	193.159	lib-00034.mgf	Bronze	3	0.812078	1.02695	0.000198364	1	NIST17	NIST	193.159	N/A	0	31	CC1=CCCC(C1C=CC(=O)C)(C)C	1	193.159	specs_ms.mgf	CCMSLIB00003572280	1.53802e+08	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
14184	M+H	N/A	0	Gly Pro Leu	Isolated	N/A	0.0	spectra/specs_ms.mgf14184	N/A	N/A	LC-ESI-QTOF	Positive-0eV	LC-ESI	286.176	lib-00031.mgf	Bronze	3	0.811635	14.0764	0.00402832	1	METLIN	Metlin	286.176	N/A	0	4	N/A	1	286.18	specs_ms.mgf	CCMSLIB00000521718	2.45912e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
79	M+H-H2O	6740825	1	Cyclohexanone, 2-(ethylamino)-2-phenyl-	Isolated	NIST	0.0	spectra/specs_ms.mgf79	N/A	N/A	HCD	Positive	ESI	200.143	lib-00034.mgf	Bronze	3	0.811623	0.457436	9.15527e-05	1	NIST17	NIST	200.143	N/A	0	4	N/A	1	200.143	specs_ms.mgf	CCMSLIB00003581488	7.23835e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
574	M+H	301020	1	Spectral Match to 9-Octadecenamide, (Z)- from NIST14	Isolated	Data deposited by negarg	0.0	spectra/specs_ms.mgf574	N/A	N/A	QqQ	Positive	ESI	282.279	lib-00030.mgf	Bronze	3	0.811311	0.432446	0.00012207	1	GNPS-NIST14-MATCHES	Data from Pieter C Dorrestein	282.279	N/A	0	16	N/A	1	282.279	specs_ms.mgf	CCMSLIB00003139413	192421	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
12987	M+H	0	1	Phe-Val	Isolated	NIST	0.0	spectra/specs_ms.mgf12987	InChI=1S/C14H20N2O3/c1-9(2)12(14(18)19)16-13(17)11(15)8-10-6-4-3-5-7-10/h3-7,9,11-12H,8,15H2,1-2H3,(H,16,17)(H,18,19)/t11-,12-/m0/s1	N/A	HCD	Positive	ESI	265.155	lib-00034.mgf	Bronze	3	0.811087	0.34528	9.15527e-05	1	NIST17	NIST	265.155	N/A	0	8	CC(C)C(C(=O)O)NC(=O)C(CC1=CC=CC=C1)N	1	265.155	specs_ms.mgf	CCMSLIB00003728009	1.92948e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
13251	M+H-2H2O	903673	1	5-Pregnene-3.beta.,17,20.alpha.-triol	Isolated	NIST	0.0	spectra/specs_ms.mgf13251	InChI=1S/C21H34O3/c1-13(22)21(24)11-8-18-16-5-4-14-12-15(23)6-9-19(14,2)17(16)7-10-20(18,21)3/h4,13,15-18,22-24H,5-12H2,1-3H3/t13-,15-,16+,17-,18-,19-,20-,21-/m0/s1	N/A	HCD	Positive	ESI	299.237	lib-00034.mgf	Bronze	3	0.811038	13.36	0.0039978	1	NIST17	NIST	299.237	N/A	0	5	CC(C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O)O	1	299.233	specs_ms.mgf	CCMSLIB00003395619	1.60718e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
19078	M+H-4H2O	7184603	1	Borrelidin	Isolated	NIST	0.0	spectra/specs_ms.mgf19078	InChI=1S/C28H43NO6/c1-17-12-18(2)14-20(4)27(32)21(16-29)8-5-6-11-25(22-9-7-10-23(22)28(33)34)35-26(31)15-24(30)19(3)13-17/h5-6,8,17-20,22-25,27,30,32H,7,9-15H2,1-4H3,(H,33,34)/b6-5+,21-8-/t17-,18+,19-,20-,22+,23+,24-,25-,27+/m0/s1	N/A	HCD	Positive	ESI	418.274	lib-00034.mgf	Bronze	3	0.810659	15.2488	0.00637817	1	NIST17	NIST	418.274	N/A	0	12	CC1CC(CC(C(C(=CC=CCC(OC(=O)CC(C(C1)C)O)C2CCCC2C(=O)O)C#N)O)C)C	1	418.28	specs_ms.mgf	CCMSLIB00003543290	3.23043e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
2810	M+H	6724-53-4	0	PERHEXILINE	Isolated	N/A	0.0	spectra/specs_ms.mgf2810	InChI=1S/C19H35N.C4H4O4/c1-3-9-16(10-4-1)19(17-11-5-2-6-12-17)15-18-13-7-8-14-20-18;5-3(6)1-2-4(7)8/h16-20H,1-15H2;1-2H,(H,5,6)(H,7,8)/b;2-1-	N/A	LC-ESI-QTOF	Positive-20eV	LC-ESI	278.284	lib-00031.mgf	Bronze	3	0.81049	0.219327	6.10352e-05	1	METLIN	Metlin	278.284	N/A	0	8	N/A	1	278.284	specs_ms.mgf	CCMSLIB00000495455	3.10867e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
44	M+H	0	1	Val-Gly-Arg	Isolated	NIST	0.0	spectra/specs_ms.mgf44	InChI=1S/C13H26N6O4/c1-7(2)10(14)11(21)18-6-9(20)19-8(12(22)23)4-3-5-17-13(15)16/h7-8,10H,3-6,14H2,1-2H3,(H,18,21)(H,19,20)(H,22,23)(H4,15,16,17)	N/A	QqQ	Positive	ESI	331.209	lib-00034.mgf	Bronze	3	0.810398	2.11922	0.000701904	1	NIST17	NIST	331.209	N/A	0	4	CC(C)C(C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)O)N	1	331.21	specs_ms.mgf	CCMSLIB00003208830	1.12229e+07	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
10225	M+H	65646686	1	Retinamide, N-(4-hydroxyphenyl)-	Isolated	NIST	0.0	spectra/specs_ms.mgf10225	InChI=1S/C26H33NO2/c1-19(11-16-24-21(3)10-7-17-26(24,4)5)8-6-9-20(2)18-25(29)27-22-12-14-23(28)15-13-22/h6,8-9,11-16,18,28H,7,10,17H2,1-5H3,(H,27,29)/b9-6+,16-11+,19-8+,20-18+	N/A	HCD	Positive	ESI	392.258	lib-00034.mgf	Bronze	3	0.81038	0.777997	0.000305176	1	NIST17	NIST	392.258	N/A	0	4	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C	1	392.259	specs_ms.mgf	CCMSLIB00003264254	1.61367e+06	UPDATE-SINGLE-ANNOTATED-BRONZE	 	specs_ms.mgf
